arr_flights,security_ct,carrier_ct,arr_cancelled,arr_diverted,arr_del15,weather_ct,nas_ct,late_aircraft_ct
438.00,0.00,34.45,0.00,0.00,83.00,0.23,7.33,40.99
476.00,0.00,30.44,7.00,2.00,96.00,4.95,8.08,52.53
415.00,0.00,21.20,0.00,0.00,59.00,2.13,6.85,28.81
487.00,0.47,43.79,3.00,0.00,124.00,4.07,17.37,58.30
571.00,0.81,60.04,1.00,1.00,161.00,7.60,15.43,77.11
554.00,0.00,32.47,1.00,0.00,115.00,3.01,19.21,60.31
585.00,1.00,31.67,3.00,3.00,101.00,0.72,20.53,47.08
574.00,0.00,16.48,0.00,0.00,44.00,0.35,8.09,19.08
589.00,0.00,25.56,1.00,1.00,69.00,0.70,10.79,31.95
531.00,0.56,15.50,2.00,0.00,45.00,1.17,7.84,19.93
557.00,0.00,20.19,1.00,1.00,73.00,0.97,3.60,48.23
560.00,0.00,22.32,0.00,0.00,56.00,0.00,5.03,28.65
548.00,0.96,16.30,2.00,0.00,42.00,0.79,4.93,19.02
603.00,0.22,25.48,0.00,0.00,70.00,0.00,7.45,36.85
579.00,0.00,23.53,3.00,0.00,88.00,2.80,12.20,49.48
625.00,0.00,23.23,9.00,0.00,88.00,3.07,13.04,48.66
639.00,0.31,23.95,0.00,2.00,114.00,4.65,11.70,73.39
630.00,0.33,25.21,3.00,4.00,127.00,4.07,18.52,78.87
613.00,2.21,33.12,1.00,2.00,117.00,0.54,10.09,71.04
622.00,1.89,40.59,2.00,1.00,129.00,2.74,11.22,72.56
645.00,0.98,28.21,1.00,0.00,111.00,2.94,22.96,55.92
566.00,2.79,36.39,3.00,1.00,111.00,0.34,11.99,59.49
613.00,8.49,46.20,7.00,0.00,160.00,0.62,16.84,87.85
606.00,1.73,68.05,8.00,0.00,171.00,2.94,12.41,85.88
587.00,0.31,58.00,1.00,0.00,120.00,1.00,12.17,48.52
580.00,1.40,44.39,0.00,0.00,119.00,1.78,8.38,63.05
561.00,0.00,24.96,1.00,1.00,78.00,1.54,11.44,40.06
601.00,0.00,36.38,1.00,2.00,113.00,1.00,15.65,59.96
609.00,0.00,30.75,0.00,0.00,109.00,4.08,12.43,61.74
602.00,0.00,43.75,0.00,0.00,139.00,6.19,14.75,74.31
610.00,0.00,36.51,1.00,0.00,98.00,4.31,4.55,52.63
606.00,1.18,33.06,2.00,0.00,90.00,0.92,8.55,46.30
613.00,0.00,45.03,2.00,0.00,139.00,1.63,11.43,80.91
525.00,1.00,28.55,24.00,0.00,89.00,1.27,15.12,43.06
557.00,0.47,37.36,3.00,1.00,110.00,3.41,13.59,55.16
576.00,1.13,51.03,4.00,0.00,166.00,0.72,21.40,91.72
560.00,0.00,23.09,0.00,0.00,62.00,1.00,5.48,32.42
631.00,0.00,24.13,2.00,0.00,85.00,2.20,5.06,53.61
606.00,0.33,19.12,0.00,0.00,76.00,2.53,8.20,45.81
653.00,0.09,44.51,1.00,4.00,144.00,5.68,18.18,75.54
679.00,0.00,48.24,0.00,1.00,154.00,6.83,12.67,86.26
662.00,0.50,31.98,1.00,1.00,132.00,11.99,18.03,69.50
676.00,0.90,45.06,0.00,1.00,138.00,5.40,21.39,65.25
674.00,0.00,39.91,1.00,1.00,102.00,1.30,13.25,47.54
687.00,2.46,36.37,3.00,2.00,112.00,1.15,11.79,60.24
584.00,0.69,24.31,0.00,0.00,53.00,0.75,4.37,22.88
644.00,0.00,32.94,2.00,1.00,100.00,1.94,12.46,52.65
639.00,1.45,43.88,4.00,2.00,161.00,4.78,11.00,99.89
640.00,0.00,21.27,1.00,0.00,67.00,0.00,6.02,39.71
668.00,0.05,25.07,0.00,0.00,87.00,1.00,8.05,52.83
648.00,0.00,20.42,6.00,0.00,71.00,0.97,7.71,41.90
679.00,0.00,26.01,16.00,7.00,105.00,4.09,11.25,63.64
693.00,1.30,24.96,1.00,0.00,129.00,6.49,17.29,78.97
673.00,0.43,34.38,0.00,2.00,186.00,8.04,24.87,118.28
690.00,0.00,21.73,1.00,0.00,100.00,0.13,9.23,68.91
678.00,1.69,23.78,0.00,0.00,118.00,1.82,23.61,67.10
692.00,0.80,41.78,0.00,1.00,188.00,0.08,37.13,108.22
631.00,0.00,41.87,3.00,3.00,195.00,4.54,38.07,110.53
680.00,1.08,24.37,0.00,0.00,124.00,0.11,21.86,76.58
668.00,1.00,38.26,0.00,0.00,159.00,3.75,17.53,98.46
659.00,0.00,20.28,1.00,0.00,75.00,1.87,4.04,48.81
673.00,0.10,23.64,0.00,0.00,132.00,0.73,27.27,80.26
655.00,0.00,20.99,0.00,0.00,105.00,2.62,20.30,61.09
701.00,0.00,40.61,0.00,0.00,179.00,6.92,20.87,110.60
698.00,0.00,43.14,0.00,0.00,219.00,9.18,32.21,134.47
676.00,2.22,41.12,1.00,1.00,184.00,4.37,31.08,105.21
693.00,0.79,31.86,1.00,3.00,157.00,2.86,24.69,96.80
677.00,1.00,33.69,0.00,0.00,119.00,2.20,16.35,65.76
690.00,0.00,34.22,5.00,0.00,132.00,0.35,16.90,80.53
612.00,0.00,44.40,8.00,0.00,151.00,1.08,21.75,83.78
677.00,0.97,26.15,0.00,0.00,104.00,1.00,17.10,58.78
659.00,0.86,38.78,2.00,0.00,133.00,0.00,19.16,74.20
648.00,0.44,28.85,2.00,0.00,110.00,1.03,12.54,67.13
687.00,0.15,23.09,0.00,0.00,89.00,1.29,10.43,54.04
656.00,1.12,25.38,1.00,1.00,103.00,6.28,15.71,54.52
693.00,1.46,34.34,9.00,0.00,134.00,5.29,13.31,79.59
683.00,0.00,35.58,1.00,0.00,138.00,5.50,13.30,83.62
673.00,0.16,35.73,0.00,0.00,163.00,5.41,20.09,101.61
692.00,1.00,38.33,0.00,0.00,145.00,1.99,14.29,89.39
