arr_flights,security_ct,carrier_ct,arr_cancelled,arr_diverted,arr_del15,weather_ct,nas_ct,late_aircraft_ct
3368.00,0.12,197.74,25.00,1.00,646.00,12.24,278.49,157.41
3265.00,0.38,194.29,43.00,5.00,642.00,18.26,280.97,148.10
3503.00,1.25,309.79,67.00,8.00,1200.00,36.12,477.45,375.39
3464.00,6.64,303.79,45.00,16.00,1134.00,44.60,416.75,362.22
3353.00,0.14,286.38,58.00,4.00,1208.00,40.39,435.65,445.43
3501.00,1.60,260.21,47.00,1.00,970.00,14.38,362.45,331.36
3382.00,1.00,306.46,44.00,5.00,1031.00,12.50,384.30,326.74
3486.00,0.79,323.96,62.00,12.00,1241.00,31.31,482.32,402.62
3256.00,0.87,315.16,69.00,9.00,1248.00,62.28,470.45,399.23
3479.00,1.59,305.86,56.00,11.00,1026.00,41.62,336.01,340.92
3423.00,6.63,344.15,47.00,3.00,1222.00,98.27,389.10,383.84
3231.00,2.09,241.33,15.00,1.00,762.00,12.74,241.79,264.06
3338.00,1.48,243.34,28.00,9.00,857.00,17.70,357.59,236.89
3231.00,2.44,213.03,52.00,2.00,698.00,15.81,275.22,191.49
3377.00,2.48,268.43,48.00,4.00,913.00,33.18,267.89,341.03
3379.00,9.19,319.75,54.00,10.00,1308.00,83.71,469.62,425.73
3269.00,2.90,303.26,69.00,8.00,1270.00,73.73,447.09,443.02
3380.00,0.00,227.78,32.00,2.00,841.00,18.92,309.18,285.12
3304.00,2.45,260.10,46.00,5.00,884.00,32.95,278.82,309.67
3511.00,1.05,266.72,59.00,5.00,843.00,42.11,249.22,283.90
3172.00,1.21,224.19,92.00,1.00,944.00,102.09,332.18,284.33
3510.00,0.67,259.65,49.00,5.00,845.00,62.60,232.10,289.98
3391.00,2.91,328.28,38.00,0.00,976.00,43.79,305.05,295.96
3169.00,0.00,182.37,15.00,1.00,580.00,13.25,211.80,172.59
3260.00,0.38,141.79,13.00,0.00,493.00,14.10,143.70,193.03
3193.00,2.63,168.91,62.00,12.00,748.00,35.49,307.69,233.29
3503.00,36.03,212.58,153.00,12.00,822.00,48.52,291.53,233.34
3503.00,1.39,254.79,33.00,3.00,971.00,61.44,369.25,284.13
3390.00,2.98,239.50,30.00,11.00,895.00,41.36,349.42,261.74
3503.00,0.38,183.22,33.00,19.00,673.00,24.88,270.54,193.98
3401.00,1.30,185.19,9.00,2.00,560.00,17.93,201.04,154.54
3640.00,3.80,184.79,7.00,8.00,602.00,26.08,195.93,191.41
3289.00,3.11,167.63,74.00,1.00,675.00,40.16,291.59,172.50
3640.00,1.67,212.08,24.00,5.00,779.00,38.80,323.12,203.33
3532.00,10.67,300.89,24.00,8.00,1195.00,74.63,554.80,254.01
3293.00,1.94,170.49,9.00,2.00,708.00,12.38,382.00,141.20
3217.00,0.88,179.26,354.00,10.00,655.00,20.92,316.66,137.28
3096.00,0.26,163.24,116.00,0.00,581.00,39.69,268.66,109.16
3480.00,4.10,218.82,167.00,8.00,911.00,56.70,386.24,245.14
3599.00,0.00,290.56,24.00,5.00,1074.00,54.20,414.86,314.37
3422.00,4.06,237.30,37.00,35.00,1056.00,61.10,447.01,306.53
3439.00,1.80,149.34,14.00,24.00,618.00,37.25,249.35,180.26
3349.00,3.54,148.79,20.00,2.00,486.00,12.51,178.50,142.65
3630.00,2.00,210.14,21.00,7.00,800.00,48.32,342.10,197.43
3279.00,1.14,149.69,26.00,4.00,527.00,42.13,190.06,143.98
3595.00,3.77,236.04,86.00,0.00,817.00,104.46,275.66,197.06
3538.00,15.69,314.75,15.00,0.00,1000.00,89.07,385.85,194.64
3352.00,2.38,111.18,7.00,2.00,442.00,27.77,196.20,104.46
3291.00,1.40,118.93,24.00,1.00,347.00,10.32,143.75,72.60
3119.00,0.83,99.56,460.00,4.00,385.00,22.40,189.69,72.51
3511.00,3.66,239.56,101.00,14.00,928.00,61.59,399.01,224.18
3508.00,3.18,227.19,28.00,8.00,941.00,61.99,389.05,259.58
3367.00,2.14,185.46,20.00,4.00,799.00,47.03,365.91,198.47
3471.00,3.66,126.13,22.00,14.00,509.00,17.60,232.88,128.73
3488.00,0.00,120.50,9.00,11.00,492.00,15.45,254.79,101.26
3610.00,5.30,134.52,8.00,7.00,491.00,26.54,199.77,124.88
3380.00,2.49,173.64,19.00,3.00,644.00,44.81,281.90,141.16
3599.00,0.45,187.04,57.00,4.00,815.00,105.81,353.62,168.08
3606.00,10.08,209.69,46.00,6.00,789.00,64.80,339.92,164.51
3438.00,2.90,111.02,19.00,2.00,486.00,17.82,236.05,118.21
3131.00,0.00,99.99,28.00,12.00,349.00,15.05,165.58,68.37
3007.00,0.28,93.89,58.00,9.00,496.00,21.43,314.52,65.87
3314.00,9.20,181.05,84.00,10.00,937.00,53.33,476.23,217.19
3301.00,3.73,196.82,31.00,10.00,762.00,33.24,374.69,153.52
3120.00,1.84,146.14,20.00,13.00,723.00,53.18,390.58,131.26
